Id,SalePrice_pred
2598,276619.99
2599,353706.22
2600,174345.79
2601,148025.11
2602,73235.86
2603,90076.07
2604,84159.72
2605,70368.7
2606,136876.94
2607,231466.32
2608,202322.63
2609,162784.09
2610,117005.49
2611,133412.72
2612,156365.24
2613,128717.46
2614,117992.24
2615,154045.7
2616,156733.85
2617,202229.28
2618,225587.11
2619,210054.53
2620,182342.24
2621,170662.22
2622,180531.92
2623,227739.08
2624,264204.9
2625,266754.93
2626,172686.42
2627,166774.68
2628,416999.25
2629,457090.18
2630,356085.33
2631,416403.34
2632,381749.15
2633,296876.96
2634,391848.87
2635,151119.45
2636,182652.82
2637,218627.25
2638,263075.59
2639,187478.87
2640,154119.97
2641,100848.12
2642,172621.49
2643,118343.8
2644,119432.92
2645,110102.26
2646,97090.52
2647,113786.16
2648,143883.98
2649,155335.34
2650,128510.16
2651,132742.17
2652,375063.99
2653,254623.05
2654,271942.55
2655,401045.49
2656,330259.8
2657,346787.63
2658,325286.12
2659,340594.7
2660,346359.91
2661,352899.71
2662,376591.27
2663,270696.17
2664,286568.17
2665,326724.63
2666,285465.54
2667,184693.16
2668,194554.95
2669,189823.69
2670,273744.65
2671,196113.39
2672,191464.01
2673,199578.08
2674,201237.52
2675,185934.22
2676,201158.37
2677,201355.39
2678,252033.95
2679,279149.18
2680,287089.03
2681,404677.15
2682,319492.45
2683,476471.93
2684,329538.3
2685,326342.79
2686,247924.65
2687,289134.06
2688,221506.01
2689,205127.74
2690,368422.89
2691,190728.36
2692,150277.41
2693,200771.96
2694,154685.57
2695,199386.13
2696,185852.24
2697,177986.53
2698,199205.71
2699,164187.97
2700,144418.62
2701,159407.7
2702,110092.96
2703,154465.66
2704,143513.29
2705,115587.41
2706,107981.78
2707,124182.46
2708,125817.78
2709,118806.32
2710,135603.13
2711,272926.43
2712,384584.74
2713,165177.4
2714,148419.98
2715,163811.4
2716,146138.54
2717,192200.06
2718,219400.66
2719,133634.75
2720,183559.01
2721,134358.59
2722,165711.14
2723,152240.46
2724,130952.91
2725,122289.55
2726,131104.18
2727,171085.55
2728,175845.54
2729,145204.14
2730,133845.87
2731,127493.61
2732,129012.96
2733,159749.66
2734,146959.64
2735,129596.16
2736,133530.48
2737,113938.0
2738,122520.59
2739,149804.3
2740,139097.23
2741,153266.16
2742,171870.96
2743,156384.08
2744,162581.19
2745,140441.13
2746,117557.39
2747,173479.97
2748,124399.38
2749,133293.3
2750,111614.14
2751,124058.66
2752,203291.11
2753,129506.69
2754,211412.15
2755,136263.74
2756,74729.92
2757,66340.53
2758,68155.39
2759,158275.81
2760,127027.37
2761,142256.47
2762,129959.12
2763,189398.29
2764,169620.2
2765,267785.66
2766,117115.25
2767,72730.74
2768,116129.46
2769,138061.51
2770,158356.5
2771,109236.99
2772,108680.84
2773,171076.58
2774,137886.49
2775,121184.29
2776,147491.1
2777,152858.21
2778,130062.39
2779,121226.54
2780,101516.84
2781,87170.84
2782,90751.25
2783,91013.99
2784,118218.82
2785,139755.61
2786,45962.99
2787,130159.61
2788,58822.45
2789,175808.9
2790,84156.0
2791,108716.8
2792,54096.87
2793,150772.06
2794,85532.74
2795,125986.67
2796,89431.59
2797,220011.2
2798,121240.05
2799,115058.04
2800,73598.14
2801,112871.03
2802,127915.93
2803,166350.48
2804,145569.84
2805,112142.31
2806,76706.36
2807,160033.27
2808,159020.01
2809,120295.6
2810,126763.02
2811,176259.24
2812,175157.06
2813,154230.41
2814,148649.6
2815,98976.58
2816,213650.97
2817,148283.49
2818,121519.94
2819,202998.67
2820,140229.22
2821,109646.6
2822,194928.46
2823,295414.68
2824,179684.02
2825,170735.79
2826,131139.02
2827,141698.34
2828,245708.56
2829,209438.52
2830,219708.27
2831,188943.47
2832,234065.84
2833,310070.25
2834,233760.13
2835,227772.86
2836,202245.09
2837,161040.78
2838,141188.7
2839,176380.97
2840,190935.31
2841,204547.26
2842,229002.76
2843,149064.78
2844,176117.86
2845,126452.37
2846,207288.88
2847,193404.88
2848,203994.97
2849,206006.37
2850,274552.59
2851,226197.84
2852,235020.65
2853,234685.94
2854,147374.42
2855,203577.22
2856,206614.98
2857,196053.9
2858,213749.11
2859,78408.22
2860,134020.14
2861,129352.35
2862,195192.42
2863,141776.56
2864,258122.01
2865,151749.5
2866,155867.3
2867,91534.32
2868,94924.97
2869,102512.04
2870,118961.92
2871,88820.05
2872,12274.05
2873,89908.06
2874,145116.03
2875,114525.59
2876,173410.47
2877,139424.21
2878,164931.13
2879,122686.12
2880,105149.02
2881,134841.82
2882,180313.29
2883,190623.92
2884,208593.91
2885,185006.43
2886,222812.43
2887,113826.24
2888,145100.53
2889,49356.17
2890,76088.79
2891,143237.12
2892,52559.99
2893,95254.66
2894,43659.74
2895,339439.19
2896,298928.66
2897,226711.3
2898,152591.6
2899,228323.38
2900,151006.81
2901,214574.13
2902,194185.3
2903,309444.56
2904,341685.49
2905,79706.14
2906,207747.6
2907,121386.17
2908,113043.94
2909,141725.95
2910,66934.89
2911,74281.65
2912,154179.95
2913,76003.16
2914,72273.81
2915,83509.64
2916,79498.74
2917,176266.41
2918,114244.02
2919,235347.9
